
2017-07-10,2250.0,2250.0,2250.0,2250.0,2.27,262,589500,589500
2015-06-25,2200.0,2200.0,2200.0,2200.0,124.95,46,101200,101200
2015-02-23,978.0,978.0,978.0,978.0,2.95,41,40098,40098
