record_date,last_price,high_price,low_price,avg_price,percent_change,volume,turnover_best,total_turnover
2024-10-01,9225.0,9225.0,9225.0,9225.0,303.54,48,442800,3210300
2021-03-19,2286.0,2286.0,2286.0,2286.0,0.0,75,171450,171450
