record_date,last_price,high_price,low_price,avg_price,percent_change,volume,turnover_best,total_turnover
2024-05-07,95.0,95.0,95.0,95.0,2.15,307,29165,29165
2024-04-17,93.0,93.0,93.0,93.0,2.2,307,28551,28551
