
2023-04-25,27.0,27.0,27.0,27.0,0.0,13749,371223,371223
2023-02-13,27.0,27.0,27.0,27.0,-91.29,13749,371223,371223
2015-05-05,310.0,310.0,310.0,310.0,0.0,713,221030,221030
