record_date,last_price,high_price,low_price,avg_price,percent_change,volume,turnover_best,total_turnover
2024-10-25,1790.0,1790.0,1790.0,1790.0,0.0,209,374110,374110
2020-09-22,1790.0,1790.0,1790.0,1790.0,-0.22,15,26850,26850
2020-09-18,1794.0,1794.0,1794.0,1794.0,-0.06,15,26910,26910
