record_date,last_price,high_price,low_price,avg_price,percent_change,volume,turnover_best,total_turnover
2024-12-04,372.0,372.0,372.0,372.0,0.0,20,7440,7440
2018-02-09,372.0,372.0,372.0,372.0,0.0,449,167028,167028
2017-02-23,372.0,372.0,372.0,372.0,0.0,982,365304,365304
